"record_id"	"protein_name"	"gene_symbol"	"UniProt_ID"	"assay_target_name"	"assay_target_ID"	"proteomic_platform"	"protein_form_or_isoform"	"disease"	"disease_subtype"	"outcome_definition"	"source_study_first_author"	"publication_year"	"journal"	"PMID"	"DOI"	"publication_status"	"pQTL_source"	"pQTL_sample_size"	"ancestry"	"cis_trans_status"	"instrument_definition"	"instrument_SNPs"	"MR_method"	"beta_or_logOR"	"SE"	"OR"	"CI_lower"	"CI_upper"	"P_value"	"multiple_testing_method"	"corrected_significance"	"colocalization_method"	"PP_H4"	"SMR_P"	"HEIDI_P"	"replication_dataset"	"replication_status"	"effect_direction"	"outcome_GWAS"	"overlap_with_primary_outcome_GWAS"	"same_outcome_reanalysis"	"evidence_tier"	"high_complexity_locus"	"assay_cross_reactivity_risk"	"inclusion_status"	"exclusion_reason"	"APOE_rs429358_alpha_available"	"APOE_rs7412_alpha_available"	"alpha_source"	"eligible_for_two_step_MR"	"manual_verification_status"	"notes"	"source_table_file"	"source_sheet"	"source_row"	"beta_source_type"	"mapping_confidence"	"evidence_independence"	"duplicate_group"	"allele_harmonization_status"	"derived_field_notes"
"PMID42384774_SeqId_10714_7"	"ACE"	"ACE"	"mapping_unresolved"	"ACE"	"SeqId_10714_7"	"SomaScan cis-PWAS"	"aptamer_specific_target"	"AD"	"AD"	"AD dementia GWAS"	"Walker KA"	"2026"	"Science Translational Medicine"	"42384774"	"10.1126/scitranslmed.adx4852"	"peer_reviewed"	"published plasma cis-pQTL prediction models"	"not_reported"	"European American"	"cis_prediction_model"	"not_reported"	"not_reported"	"proteome-wide association study"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"6.5e-16"	"study Bonferroni threshold"	"TRUE"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"negative_PWAS_Z"	"published AD GWAS"	"likely_overlap"	"false"	"Tier2"	"FALSE"	"SomaScan_cross_platform_review_required"	"literature_source_universe_tier2"	"PWAS_Z_not_standardized_beta;same_assay_alpha_beta_not_available"	"false"	"false"	"not_available_for_same_SomaScan_assay"	"false"	"full_text_and_source_table_verified"	"Bonferroni-significant PWAS candidate; retained as external evidence and not interpreted as a de novo discovery in the present analysis."	"adx4852_tables_s1_to_s30.xlsx"	"ST 1. AD PWAS Results"	"13"	"published_PWAS_Z_not_beta"	"moderate"	"partially_overlapping"	"AD_plasma_cis_PWAS_2026"	"not_applicable_to_PWAS_Z"	"PWAS.Z=-8.0795; no beta/SE conversion performed."
"EVID_40037332_ACHE_3de4adf475ad"	"ACHE"	"ACHE"	"P22303"	"ACHE"	"OID30585"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs6976053"	"Wald ratio using lead cis-pQTL"	"-0.0941983401933141"	"0.025864629002232"	"0.9101022344852804"	"0.8651148441690026"	"0.9574290428581436"	"0.000270554028583009"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"1.47316715525231e-11"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"43"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40050982_ACHE_87128fc83273"	"ACHE"	"ACHE"	"P22303"	"ACHE"	"P22303"	"UKB-PPP Olink"	"UniProt-mapped protein"	"AD"	"AD"	"Bellenguez et al. 2022 AD discovery; FinnGen R11 replication"	"Zhan H"	"2025"	"Journal of translational medicine"	"40050982"	"10.1186/s12967-025-06317-5"	"peer_reviewed"	"UKB-PPP cis-pQTL"	"34557 European participants"	"European"	"cis_pQTL"	"cis-pQTL; discovery MR with Bellenguez AD; FinnGen R11 outcome replication"	"rs314368;rs79570624"	"Inverse variance weighted"	"-0.10536051565782628"	"not_reported_directly"	"0.9"	"0.86"	"0.95"	"5.6756909740191e-05"	"Benjamini-Hochberg FDR in discovery; P<0.00208 replication threshold"	"true"	"coloc.abf in discovery and replication"	"NA"	"not_reported"	"not_reported"	"FinnGen R11 AD"	"replication_not_corrected_or_direction_inconsistent"	"higher_protein_lower_risk"	"Bellenguez 2022 discovery; FinnGen R11 replication"	"Bellenguez_partially_overlaps_Wightman_components; FinnGen_independent_of_primary_AD_outcome_GWAS"	"partially_overlapping_discovery_with_independent_outcome_replication"	"Tier2"	"false"	"Olink assay review required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Replication P=0.00597608290751001; replication PP.H4=NA."	"data_raw\literature_fulltext\PMID40050982_PMC11884171\supplements\12967_2025_6317_MOESM1_ESM.xlsx"	"Table S2"	"45"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_PPP_Bellenguez_FinnGen"	"not_applicable_to_published_beta"	"logOR derived from rounded reported OR; not eligible for mediation beta"
"EVID_40037332_ADGRE1_531cb23e03df"	"ADGRE1"	"ADGRE1"	"Q14246"	"ADGRE1"	"OID31483"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs59055395"	"Wald ratio using lead cis-pQTL"	"0.120776212494028"	"0.0337993131979558"	"1.1283723684721656"	"1.0560436911529332"	"1.2056548536750835"	"0.000352465615543843"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.602897884960128"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_higher_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"45"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"PMID40397384_SuppTable6_ALDH1A3"	"ALDH1A3"	"ALDH1A3"	"not_reported"	"ALDH1A3"	"not_reported"	"deCODE SomaScan"	"assay_specific_target"	"AD"	"AD"	"AD-EADB"	"Li Y"	"2025"	"Journal of Alzheimer's Disease"	"40397384"	"10.1177/13872877251345151"	"peer_reviewed"	"deCODE SomaScan"	"not_reported"	"European"	"mixed_or_not_explicitly_cis_only"	"study-selected genome-wide instruments"	"not_reported"	"IVW"	"-0.18664961101745864"	"0.0442147083756178"	"0.829734415254634"	"0.76085655108544"	"0.904847568015012"	"2.42749679078191e-05"	"Benjamini-Hochberg FDR"	"TRUE"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_lower_risk"	"AD-EADB"	"partially_overlapping_or_related"	"false"	"Tier2"	"FALSE"	"platform_mapping_required"	"literature_source_universe_tier2"	"no_colocalization_or_independent_replication;published_beta_not_same_assay_primary_analysis_beta"	"false"	"false"	"not_reported"	"false"	"full_text_and_source_table_verified"	"P adjusted significance"	"PMID40397384_supp2.xlsx"	"SuppTable6"	"7"	"published_beta"	"moderate"	"partially_overlapping"	"AD_deCODE SomaScan_2025"	"not_applicable_to_published_beta"	"not_reported"
"EVID_41630303_ALDH1A3_27d8cc82fb14"	"ALDH1A3"	"ALDH1A3"	"not_reported"	"ALDH1A3"	"9835_16_ALDH1A3_AL1A3"	"deCODE SomaScan"	"assay_specific_target"	"AD"	"AD"	"FinnGen AD"	"Zhao YH"	"2026"	"Medicine"	"41630303"	"10.1097/md.0000000000045715"	"peer_reviewed"	"deCODE"	"35559"	"European"	"mixed_or_not_explicitly_cis_only"	"P<5e-8; LD clumped instruments"	"6 SNPs; IDs in Table S2"	"IVW"	"-0.221570739"	"0.08541952"	"0.801259239"	"0.677739016"	"0.947291441"	"0.00948907"	"study-reported FDR<0.05"	"true"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_lower_risk"	"FinnGen AD"	"different_outcome_GWAS_from_primary_analysis"	"false"	"Tier2"	"false"	"SomaScan assay review required"	"literature_source_universe_tier2"	"not_cis_only;mapping_not_high_confidence;no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only."	"data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx"	"Table S3"	"40"	"published_beta"	"moderate"	"partially_overlapping"	"AD_deCODE_FinnGen_2026"	"not_applicable_to_published_beta"	"none"
"EVID_40037332_APOC1_5bffb577e2c8"	"APOC1"	"APOC1"	"P02654"	"APOC1"	"15364_101"	"SomaScan"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"SomaScan"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs8106813"	"Wald ratio using lead cis-pQTL"	"-0.592257597684515"	"0.0347322720694645"	"0.5530772483106215"	"0.5166793286665678"	"0.5920392507056419"	"3.37293835216141e-65"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"6.47088278658519e-293"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"true"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication;high_complexity_locus_requires_downgrade"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"1894"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_APOC1_e0c98d821c10"	"APOC1"	"APOC1"	"P02654"	"APOC1"	"OID30749"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs8106813"	"Wald ratio using lead cis-pQTL"	"-0.523437999616294"	"0.0306964251454882"	"0.592480096100584"	"0.5578846865409414"	"0.6292208277876724"	"3.3729383521612e-65"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.0"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"true"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication;high_complexity_locus_requires_downgrade"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"5"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"PMID42384774_SeqId_15364_101"	"APOC1"	"APOC1"	"mapping_unresolved"	"APOC1"	"SeqId_15364_101"	"SomaScan cis-PWAS"	"aptamer_specific_target"	"AD"	"AD"	"AD dementia GWAS"	"Walker KA"	"2026"	"Science Translational Medicine"	"42384774"	"10.1126/scitranslmed.adx4852"	"peer_reviewed"	"published plasma cis-pQTL prediction models"	"not_reported"	"European American"	"cis_prediction_model"	"not_reported"	"not_reported"	"proteome-wide association study"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"1.27e-09"	"study Bonferroni threshold"	"TRUE"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"negative_PWAS_Z"	"published AD GWAS"	"likely_overlap"	"false"	"Tier2"	"TRUE"	"SomaScan_cross_platform_review_required"	"literature_source_universe_tier2"	"PWAS_Z_not_standardized_beta;same_assay_alpha_beta_not_available"	"false"	"false"	"not_available_for_same_SomaScan_assay"	"false"	"full_text_and_source_table_verified"	"Bonferroni-significant PWAS candidate; retained as external evidence and not interpreted as a de novo discovery in the present analysis."	"adx4852_tables_s1_to_s30.xlsx"	"ST 1. AD PWAS Results"	"16"	"published_PWAS_Z_not_beta"	"moderate"	"partially_overlapping"	"AD_plasma_cis_PWAS_2026"	"not_applicable_to_PWAS_Z"	"PWAS.Z=-6.07058; no beta/SE conversion performed."
"EVID_40037332_APOE_fad342dbbdcb"	"APOE"	"APOE"	"P02649"	"APOE"	"2418_55"	"SomaScan"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"SomaScan"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs7260330"	"Wald ratio using lead cis-pQTL"	"-0.532685512367491"	"0.0437279151943462"	"0.5870263843566462"	"0.5388100262439884"	"0.6395574676533438"	"3.88522696267314e-34"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"3.99621865197126e-76"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"true"	"assay_specific_review_required"	"protein_outcome_evidence_excluded_from_APOE_mediation"	"APOE_protein_default_exclusion_due_to_cis_circularity"	"false"	"false"	"not_available_or_target_mapping_unresolved"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"1895"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_APOE_93ab94d9e9f4"	"APOE"	"APOE"	"P02649"	"APOE"	"OID30727"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs8106813"	"Wald ratio using lead cis-pQTL"	"-0.501847054675884"	"0.0294302487775716"	"0.6054113984081642"	"0.5714773996034757"	"0.6413603785151327"	"3.3729383521612e-65"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"1.0"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"true"	"assay_specific_review_required"	"protein_outcome_evidence_excluded_from_APOE_mediation"	"APOE_protein_default_exclusion_due_to_cis_circularity"	"false"	"false"	"not_available_or_target_mapping_unresolved"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"4"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40050982_APOE_55d2c01720b0"	"APOE"	"APOE"	"P02649"	"APOE"	"P02649"	"UKB-PPP Olink"	"UniProt-mapped protein"	"AD"	"AD"	"Bellenguez et al. 2022 AD discovery; FinnGen R11 replication"	"Zhan H"	"2025"	"Journal of translational medicine"	"40050982"	"10.1186/s12967-025-06317-5"	"peer_reviewed"	"UKB-PPP cis-pQTL"	"34557 European participants"	"European"	"cis_pQTL"	"cis-pQTL; discovery MR with Bellenguez AD; FinnGen R11 outcome replication"	"rs139326841;rs139995984;rs56170641;rs62117206;rs8106813"	"Inverse variance weighted"	"-0.5621189181535413"	"not_reported_directly"	"0.57"	"0.53"	"0.62"	"7.10196210251834e-39"	"Benjamini-Hochberg FDR in discovery; P<0.00208 replication threshold"	"true"	"coloc.abf in discovery and replication"	"NA"	"not_reported"	"not_reported"	"FinnGen R11 AD"	"replication_not_corrected_or_direction_inconsistent"	"higher_protein_lower_risk"	"Bellenguez 2022 discovery; FinnGen R11 replication"	"Bellenguez_partially_overlaps_Wightman_components; FinnGen_independent_of_primary_AD_outcome_GWAS"	"partially_overlapping_discovery_with_independent_outcome_replication"	"Tier2"	"true"	"Olink assay review required"	"protein_outcome_evidence_excluded_from_APOE_mediation"	"APOE_protein_default_exclusion_due_to_cis_circularity"	"false"	"false"	"not_available_or_target_mapping_unresolved"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Replication P=NA; replication PP.H4=NA."	"data_raw\literature_fulltext\PMID40050982_PMC11884171\supplements\12967_2025_6317_MOESM1_ESM.xlsx"	"Table S2"	"5"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_PPP_Bellenguez_FinnGen"	"not_applicable_to_published_beta"	"logOR derived from rounded reported OR; not eligible for mediation beta"
"PMID40452368_UKB-PPP_APOE"	"APOE"	"APOE"	"not_reported"	"APOE"	"not_reported"	"UKB-PPP Olink"	"assay_specific_target"	"AD"	"AD"	"AD GWAS"	"Yu K"	"2025"	"Journal of Alzheimer's Disease"	"40452368"	"10.1177/13872877251344572"	"peer_reviewed"	"UKB-PPP"	"not_reported"	"European"	"mixed_or_not_explicitly_cis_only"	"not_reported"	"not_reported"	"study-reported MR"	"-0.7239404644605227"	"not_reported"	"0.484838"	"0.44"	"0.53"	"2.78e-60"	"study Bonferroni threshold"	"TRUE"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_lower_risk"	"published AD GWAS"	"partially_overlapping_or_related"	"false"	"Tier2"	"FALSE"	"platform_mapping_required"	"literature_source_universe_tier2"	"published_cross_platform_beta_not_same_assay_primary_analysis_beta;highest_tier_requires_colocalization_or_replication_review"	"false"	"false"	"not_reported"	"false"	"full_text_and_source_table_verified"	"Study-Bonferroni-significant protein-outcome association; same dataset reports GRN/CR1 colocalization support."	"PMID40452368_supp5.xlsx"	"Supplemental Table 3"	"14"	"published_beta"	"moderate"	"partially_overlapping"	"AD_UKB-PPP_2025"	"not_applicable_to_published_beta"	"not_reported"
"EVID_41630303_APOE_3e63e7745a22"	"APOE"	"APOE"	"not_reported"	"APOE"	"2418_55_APOE_Apo_E"	"deCODE SomaScan"	"assay_specific_target"	"AD"	"AD"	"FinnGen AD"	"Zhao YH"	"2026"	"Medicine"	"41630303"	"10.1097/md.0000000000045715"	"peer_reviewed"	"deCODE"	"35559"	"European"	"mixed_or_not_explicitly_cis_only"	"P<5e-8; LD clumped instruments"	"11 SNPs; IDs in Table S2"	"IVW"	"-0.659362104"	"0.219451653"	"0.517181137"	"0.336388901"	"0.795140171"	"0.002659396"	"study-reported FDR<0.05"	"true"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"higher_protein_lower_risk"	"FinnGen AD"	"different_outcome_GWAS_from_primary_analysis"	"false"	"Tier2"	"true"	"SomaScan assay review required"	"protein_outcome_evidence_excluded_from_APOE_mediation"	"APOE_protein_default_exclusion_due_to_cis_circularity"	"false"	"false"	"not_available_or_target_mapping_unresolved"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"Paper states these 39 rows passed FDR; row-level adjusted P is absent, so retained in Tier2 only."	"data_raw\literature_fulltext\PMID41630303_PMC12863894\supplements\medi-105-e45715-s001.xlsx"	"Table S3"	"24"	"published_beta"	"moderate"	"partially_overlapping"	"AD_deCODE_FinnGen_2026"	"not_applicable_to_published_beta"	"none"
"PMID42384774_SeqId_2938_55"	"APOE"	"APOE"	"mapping_unresolved"	"APOE"	"SeqId_2938_55"	"SomaScan cis-PWAS"	"aptamer_specific_target"	"AD"	"AD"	"AD dementia GWAS"	"Walker KA"	"2026"	"Science Translational Medicine"	"42384774"	"10.1126/scitranslmed.adx4852"	"peer_reviewed"	"published plasma cis-pQTL prediction models"	"not_reported"	"European American"	"cis_prediction_model"	"not_reported"	"not_reported"	"proteome-wide association study"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"1.2e-20"	"study Bonferroni threshold"	"TRUE"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"not_reported"	"positive_PWAS_Z"	"published AD GWAS"	"likely_overlap"	"false"	"Tier2"	"TRUE"	"SomaScan_cross_platform_review_required"	"literature_source_universe_tier2"	"PWAS_Z_not_standardized_beta;same_assay_alpha_beta_not_available"	"false"	"false"	"not_available_for_same_SomaScan_assay"	"false"	"full_text_and_source_table_verified"	"Bonferroni-significant PWAS candidate; retained as external evidence and not interpreted as a de novo discovery in the present analysis."	"adx4852_tables_s1_to_s30.xlsx"	"ST 1. AD PWAS Results"	"10"	"published_PWAS_Z_not_beta"	"moderate"	"partially_overlapping"	"AD_plasma_cis_PWAS_2026"	"not_applicable_to_PWAS_Z"	"PWAS.Z=9.31706; no beta/SE conversion performed."
"EVID_40037332_APP_6ffe361cd91b"	"APP"	"APP"	"P05067"	"APP"	"3171_57"	"SomaScan"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"SomaScan"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs439826"	"Wald ratio using lead cis-pQTL"	"-0.413350449293966"	"0.110397946084724"	"0.6614304443741714"	"0.5327353945304585"	"0.8212148793503917"	"0.000180979517528867"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.00367926822456761"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"1917"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
"EVID_40037332_APP_c768c761a26c"	"APP"	"APP"	"P05067"	"APP"	"OID21070"	"Olink"	"assay_specific_target"	"AD"	"AD"	"clinically diagnosed Alzheimer disease GWAS"	"Belbasis L"	"2025"	"Brain : a journal of neurology"	"40037332"	"10.1093/brain/awaf018"	"peer_reviewed"	"Olink"	"UKB-PPP 54219 or deCODE 35559 according to platform"	"European"	"cis_lead_pQTL"	"lead cis-pQTL per assay"	"rs8131895"	"Wald ratio using lead cis-pQTL"	"-0.438515699961784"	"0.118220533532017"	"0.6449930741720385"	"0.5115919493174784"	"0.8131794612579603"	"0.000207831145463305"	"Benjamini-Hochberg FDR"	"true"	"coloc.abf single-causal-variant"	"0.00949179261033441"	"not_reported"	"not_reported"	"cross-platform comparison reported"	"partially_overlapping_cross_platform"	"higher_protein_lower_risk"	"AD GWAS reported in Table S1"	"likely_overlap_with_Wightman_2021_components"	"possible"	"Tier2"	"false"	"assay_specific_review_required"	"literature_source_universe_tier2"	"no_strong_colocalization_or_independent_replication"	"not_assessed"	"not_assessed"	"not_assessed"	"false_pending_alpha_and_reestimated_beta"	"full_text_and_source_table_verified"	"FDR-significant AD row; colocalization joined by assay ID."	"data_processed\literature_supplements_extracted\PMID40037332\awaf018_supplementary_data\brain-2024-00441-File011.xlsx"	"Table S2"	"40"	"published_beta"	"high"	"partially_overlapping"	"AD_UKB_deCODE_cross_platform"	"not_applicable_to_published_beta"	"OR and CI derived from reported beta and SE"
